time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-12 00:00:00+00:00,,,1.0,1.0
2022-10-14 00:00:00+00:00,,,1.0,1.0
2022-10-17 00:00:00+00:00,12.0,5.0,5.0,1.0
2022-10-18 00:00:00+00:00,13.0,6.0,16.0,1.0
2022-10-19 00:00:00+00:00,3.0,1.0,16.0,2.0
2022-10-21 00:00:00+00:00,1.0,1.0,,
2022-10-24 00:00:00+00:00,,,15.0,1.0
2022-10-25 00:00:00+00:00,,,1.0,1.0
